tweet-avatar-link href,tweet-avatar src,tweet-header-name,tweet-header-handle,tweet-time,tweet-time href,tweet-translate-after,tweet-reply-to,tweet-reply-to 2,tweet-reply-to href,tweet-body-text,tweet-date,tweet-interact-reply,tweet-interact-retweet,tweet-interact-favorite,tweet-interact-more-menu-follow,tweet-interact-more-menu-block,tweet-interact-more-menu-mute-user,tweet-self-thread-button,tweet-self-thread-button href,emoji src,Unnamed: 21,tweet-translated,tweet-body-translated,tweet-body-translated-corrected
https://twitter.com/jangdeganza,https://pbs.twimg.com/profile_images/1613863219688529921/W3GjelN__bigger.jpg,Jack of All Trades,@jangdeganza,May 22,https://twitter.com/jangdeganza/status/1660451617173569536,View translation,,,,"So movie bangnon dgn mat kilau, mana lagi ngam? Dialog, story line, cinematografi",09:04 - 22 May 2023  ・ Twitter for iPhone,0,0,0,Follow @jangdeganza,Block @jangdeganza,Mute @jangdeganza,,,,,TRUE,"So, bangnon movies with shiny mats, where else? Dialogue, story line, cinematography","So, bangnon movies with Mat Kilaus, where else? Dialogue, story line, cinematography"
https://twitter.com/LEOSQUEEN2020,https://pbs.twimg.com/profile_images/1142970838213259264/jiluRXWE_bigger.jpg,SIROCCO CALIMA ZONDA ANDHI ENGAGE ARISTOTLE,@LEOSQUEEN2020,May 22,https://twitter.com/LEOSQUEEN2020/status/1660440295178403840,,Replying to,@eddydaud,https://twitter.com/eddydaud,"Mat Kilau.Iklan terlebih.Aku terkena juga.Bila tengok,hampeh.1 plot lama Cinema pun bg full slots/day instead of 4 slots/day per cinema movie Anwar.",08:19 - 22 May 2023  ・ Twitter for Android,0,0,2,Follow @LEOSQUEEN2020,Block @LEOSQUEEN2020,Mute @LEOSQUEEN2020,Show thread,https://twitter.com/eddydaud/status/1660273079527014400,,,FALSE,"Mat Kilau.Iklan terlebih.Aku terkena juga.Bila tengok,hampeh.1 plot lama Cinema pun bg full slots/day instead of 4 slots/day per cinema movie Anwar.","Mat Kilau.Iklan terlebih.Aku terkena juga.Bila tengok,hampeh.1 plot lama Cinema pun bg full slots/day instead of 4 slots/day per cinema movie Anwar."
https://twitter.com/secebisan,https://pbs.twimg.com/profile_images/1722259369344319488/InrafTln_bigger.jpg,secebis San,@secebisan,May 21,https://twitter.com/secebisan/status/1660295401470312449,View translation,Replying to,@mareamaria,https://twitter.com/mareamaria,kan? tu hari kemain kata boleh lawan sale mat kilau. buat movie tak pakai tanjak ni boleh mimpi je la.  hdhshs,22:44 - 21 May 2023  ・ Twitter for iPhone,1,0,0,Follow @secebisan,Block @secebisan,Mute @secebisan,Show thread,https://twitter.com/mareamaria/status/1660295073295405062,,,TRUE,"right? The other day, it was said that it can be used against sale mats. to make a movie that doesn’t use this hill can only be a dream. hdshs","right? The other day, it was said that it can be used against sale Mat Kilau. to make a movie that doesn’t use this hill can only be a dream. hdshs"
https://twitter.com/azim_zainul,https://pbs.twimg.com/profile_images/1656993926744780804/qmZj8wiK_bigger.jpg,Zain,@azim_zainul,May 21,https://twitter.com/azim_zainul/status/1660173971512500225,View translation,Replying to  and,@nayakalanang,https://twitter.com/nayakalanang,"Lawak dia sbb dia dok focus kat jalan cerita and then koyak.. Mesej movie tu bagus dan penting takde plak sentuh.. Movie mat kilau dulu rush gak, jalan cite auta byk gak, bolrh je walaun tekan psl isu perkauman perlu jaga melayu.. Pening kau ngan jang ni..",14:41 - 21 May 2023  ・ Twitter for Android,0,0,3,Follow @azim_zainul,Block @azim_zainul,Mute @azim_zainul,Show thread,https://twitter.com/nayakalanang/status/1660141386522595333,,,TRUE,"Make fun of him because he doesn’t focus on the story line and then tears up.. The message of the movie is good and important, there’s no touch plaque.. The movie doesn’t have a glossy finish, it’s not a rush, it’s a lot of citations, it’s fine even if you press the psl of the racial issue, you need to take care of the Malays.. You’re just dizzy..","Make fun of him because he doesn’t focus on the story line and then tears up.. The message of the movie is good and important, there’s no touch plaque.. The movie doesn’t have a Mat Kilau finish, it’s not a rush, it’s a lot of citations, it’s fine even if you press the psl of the racial issue, you need to take care of the Malays.. You’re just dizzy.."
https://twitter.com/hdabdhmd,https://pbs.twimg.com/profile_images/1597123805595414528/PSY7vs2o_bigger.jpg,HADY #SupportPalestine,@hdabdhmd,May 21,https://twitter.com/hdabdhmd/status/1660148188643463169,,,,,"Mat Kilau > Anwar

*In terms of movie la tapi.",12:59 - 21 May 2023  ・ Twitter for iPhone,0,0,2,Follow @hdabdhmd,Block @hdabdhmd,Mute @hdabdhmd,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f5-1f1f8.png,,FALSE,"Mat Kilau > Anwar

*In terms of movie la tapi.","Mat Kilau > Anwar

*In terms of movie la tapi."
https://twitter.com/nurmzmshah,https://pbs.twimg.com/profile_images/2916792519/0f06c14bde34a2c42e186b3f94b388ed_bigger.jpeg,kids jaman now,@nurmzmshah,May 21,https://twitter.com/nurmzmshah/status/1660113042783494145,View translation,,,,"Filem Anwar & Mat Kilau.
Aku perasan org Malaysia byk terlalu membangkang/mengagungkn sst filem mcm filem tu fakta/dokumentari. Of course la ada inaccuracy/fallacy. Korg mmg percaya Leonardo Dicaprio mati dlm kapal Titanic ke apa?? Its just a movie, bro. Just enjoy it as it is.",10:39 - 21 May 2023  ・ Twitter for Android,1,0,0,Follow @nurmzmshah,Block @nurmzmshah,Mute @nurmzmshah,,,,,TRUE,"Anwar & Mat Kilau movie.
I’ve noticed that Malaysians are too much against/glorifying the fact that films like fact/documentaries. Of course there are inaccuracies/fallacies. Do you really believe that Leonardo Dicaprio died on the Titanic?? It’s just a movie, bro. Just enjoy it as it is.","Anwar & Mat Kilau movie.
I’ve noticed that Malaysians are too much against/glorifying the fact that films like fact/documentaries. Of course there are inaccuracies/fallacies. Do you really believe that Leonardo Dicaprio died on the Titanic?? It’s just a movie, bro. Just enjoy it as it is."
https://twitter.com/amirullahakmal,https://pbs.twimg.com/profile_images/1668651464418369537/eUhck5Po_bigger.jpg,Amir,@amirullahakmal,May 20,https://twitter.com/amirullahakmal/status/1659702993053421571,,Replying to,@ashh_kzh,https://twitter.com/ashh_kzh,"do movie on Mahathir instead, first day can collect 10 million ringgit and consistently getting 5 - 10 million ringgit for 30 weeks. bok dapat kalahkan Mat Kilau",07:30 - 20 May 2023  ・ Twitter for Android,0,0,1,Follow @amirullahakmal,Block @amirullahakmal,Mute @amirullahakmal,Show thread,https://twitter.com/ashh_kzh/status/1659582111479889921,,,FALSE,"do movie on Mahathir instead, first day can collect 10 million ringgit and consistently getting 5 - 10 million ringgit for 30 weeks. bok dapat kalahkan Mat Kilau","do movie on Mahathir instead, first day can collect 10 million ringgit and consistently getting 5 - 10 million ringgit for 30 weeks. bok dapat kalahkan Mat Kilau"
https://twitter.com/neddokhan,https://pbs.twimg.com/profile_images/1707974357354786817/Q09JuA3U_bigger.jpg,neddo khan,@neddokhan,May 19,https://twitter.com/neddokhan/status/1659454601844920321,,Replying to,@taqiyuddinbakir,https://twitter.com/taqiyuddinbakir,"Dua-dua tak best. 

Objectively speaking, this movie opened strong then withered as an unnecessary PSA that made the ending feel abrupt. 

Mat Kilau was horrifying in terms of blatant propaganda packaged as a warrior story.",15:03 - 19 May 2023  ・ Twitter for Android,1,1,8,Follow @neddokhan,Block @neddokhan,Mute @neddokhan,Show thread,https://twitter.com/taqiyuddinbakir/status/1659450344240480256,,,FALSE,"Dua-dua tak best. 

Objectively speaking, this movie opened strong then withered as an unnecessary PSA that made the ending feel abrupt. 

Mat Kilau was horrifying in terms of blatant propaganda packaged as a warrior story.","Dua-dua tak best. 

Objectively speaking, this movie opened strong then withered as an unnecessary PSA that made the ending feel abrupt. 

Mat Kilau was horrifying in terms of blatant propaganda packaged as a warrior story."
https://twitter.com/syvzwvn,https://pbs.twimg.com/profile_images/1651585873161641984/kCkm3dbT_bigger.jpg,SYVZWVN,@syvzwvn,May 13,https://twitter.com/syvzwvn/status/1657193469788704769,View translation,,,,"Farid Kamil patut call dak chubby tu dulu before bagi dia tengok movie, baru dapat rating tinggi macam Mat Kilau",09:18 - 13 May 2023  ・ TweetDeck,0,0,0,Follow @syvzwvn,Block @syvzwvn,Mute @syvzwvn,,,,,TRUE,"Farid Kamil should call him chubby first before he watches the film, then he will get a high rating like Mat Kilau","Farid Kamil should call him chubby first before he watches the film, then he will get a high rating like Mat Kilau"
https://twitter.com/LukariRinki404,https://pbs.twimg.com/profile_images/1567197705855987712/vAk4fY6l_bigger.jpg,LukariRinki404,@LukariRinki404,May 12,https://twitter.com/LukariRinki404/status/1656822710083911681,View translation,Replying to,@reformalaysiaku,https://twitter.com/reformalaysiaku,Kita perlu banyakkan lagi movie movie seperti Mat Kilau daripada movie yang melibatkan stupid politician,08:44 - 12 May 2023  ・ Twitter for iPhone,1,1,10,Follow @LukariRinki404,Block @LukariRinki404,Mute @LukariRinki404,Show thread,https://twitter.com/reformalaysiaku/status/1656067824383827968,,,TRUE,We need to make more movies like Mat Kilau than movies involving stupid politicians,We need to make more movies like Mat Kilau than movies involving stupid politicians
https://twitter.com/MrCyberAdvocate,https://pbs.twimg.com/profile_images/1454346357561569282/wojd6raQ_bigger.jpg,Amaana Ishaque,@MrCyberAdvocate,May 11,https://twitter.com/MrCyberAdvocate/status/1656556780011364356,,Replying to,@_scofie,https://twitter.com/_scofie,"Yeahh in a Malaysia movie ""Mat Kilau "" he was a good fighter",15:08 - 11 May 2023  ・ Twitter for Android,0,0,3,Follow @MrCyberAdvocate,Block @MrCyberAdvocate,Mute @MrCyberAdvocate,Show thread,https://twitter.com/_scofie/status/1656394009441361921,,,FALSE,"Yeahh in a Malaysia movie ""Mat Kilau "" he was a good fighter","Yeahh in a Malaysia movie ""Mat Kilau "" he was a good fighter"
https://twitter.com/NizamYgPunya,https://pbs.twimg.com/profile_images/1721970350676951041/NU64gmQO_bigger.jpg,⸙ꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋꠋRatna,@NizamYgPunya,May 10,https://twitter.com/NizamYgPunya/status/1656249140068900865,,,,,"Aku tgok movie mat kilau. 

Betol laa dia cakap. Melayu mulia sbb akidah sbb agama islam",18:45 - 10 May 2023  ・ Twitter for Android,1,0,1,Follow @NizamYgPunya,Block @NizamYgPunya,Mute @NizamYgPunya,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f4ad.png,,FALSE,"Aku tgok movie mat kilau. 

Betol laa dia cakap. Melayu mulia sbb akidah sbb agama islam","Aku tgok movie mat kilau. 

Betol laa dia cakap. Melayu mulia sbb akidah sbb agama islam"
https://twitter.com/AbdFauzi,https://pbs.twimg.com/profile_images/1664161639808237569/LtKFFUwB_bigger.jpg,A.F.S ,@AbdFauzi,May 10,https://twitter.com/AbdFauzi/status/1656180304774832130,View translation,,,,Memali The Movie kalau buat stail lawan2 mcm Mat Kilau pun best. Sapa sesuai pegang watak ayoh chik? Hasnul mcm dlm Polis Evo 2 pun ok kan,14:12 - 10 May 2023  ・ Twitter for iPhone,0,0,2,Follow @AbdFauzi,Block @AbdFauzi,Mute @AbdFauzi,Show thread,https://twitter.com/WanitaTenang88/status/1656110663096504320,,,TRUE,"Memali The Movie if you style opponents like Mat Kilau, it’s best. Who is suitable to hold the character of ayoh chik? Hasnul like in Polis Evo 2 is also ok, right?","Memali The Movie if you style opponents like Mat Kilau, it’s best. Who is suitable to hold the character of ayoh chik? Hasnul like in Polis Evo 2 is also ok, right?"
https://twitter.com/Meamth,https://pbs.twimg.com/profile_images/1497938083076927491/mSjejWbQ_bigger.jpg,Meam is very excited for the Batman this Wednesday,@Meamth,May 10,https://twitter.com/Meamth/status/1656164371863867392,,Replying to  and,@IWANJELA,https://twitter.com/IWANJELA,"...aku X kecam movie orang kata 10/10, dia menganjing orang lain. Padahal sendiri review 5/5 mat kilau.  Bodoh piang.",13:08 - 10 May 2023  ・ Twitter for Android,1,0,2,Follow @Meamth,Block @Meamth,Mute @Meamth,Show thread,https://twitter.com/IWANJELA/status/1655913224364265473,,,FALSE,"...aku X kecam movie orang kata 10/10, dia menganjing orang lain. Padahal sendiri review 5/5 mat kilau.  Bodoh piang.","...aku X kecam movie orang kata 10/10, dia menganjing orang lain. Padahal sendiri review 5/5 mat kilau.  Bodoh piang."
https://twitter.com/orewa_afif,https://pbs.twimg.com/profile_images/1715272735767867392/JNxCPGJe_bigger.jpg,’Afif Ashroff,@orewa_afif,May 10,https://twitter.com/orewa_afif/status/1656118669095874560,View translation,,,,"Contoh for me, aku strongly disagree reviewers yang kata Mat Kilau best. Movies lain yang dia recommend pun aku tak suka. So aku ignore dia.

Chris Stuckkman(?) lak banyak recommend cerita yang aku suka. Ada lah a few yang tak match tapi so far aku berpuas hati",10:07 - 10 May 2023  ・ Twitter for Android,0,1,1,Follow @orewa_afif,Block @orewa_afif,Mute @orewa_afif,Show thread,https://twitter.com/orewa_afif/status/1656117750677536768,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f5-1f1f8.png,,TRUE,"Example for me, I strongly disagree with reviewers who said Mat Kilau was the best. I don’t even like the other movies he recommends. So I ignore him.

Chris Stuckkman (?) doesn’t recommend a lot of stories that I like. There are a few that don’t match but so far I’m satisfied","Example for me, I strongly disagree with reviewers who said Mat Kilau was the best. I don’t even like the other movies he recommends. So I ignore him.

Chris Stuckkman (?) doesn’t recommend a lot of stories that I like. There are a few that don’t match but so far I’m satisfied"
https://twitter.com/Hazman15369766,https://pbs.twimg.com/profile_images/1458475998517751812/Rs70jldk_bigger.jpg,Hazman,@Hazman15369766,May 10,https://twitter.com/Hazman15369766/status/1656020477469667328,View translation,Replying to,@zhafvlog,https://twitter.com/zhafvlog,mat kilau movie last aku tgk review zhaf,03:37 - 10 May 2023  ・ Twitter for Android,0,0,1,Follow @Hazman15369766,Block @Hazman15369766,Mute @Hazman15369766,Show thread,https://twitter.com/zhafvlog/status/1655794069359173634,,,TRUE,mat kilau last movie i saw zhaf’s review,mat kilau last movie i saw zhaf’s review
https://twitter.com/AmirImrxn,https://pbs.twimg.com/profile_images/1723010341720997888/4y9p2Zn3_bigger.jpg,Mir,@AmirImrxn,May 9,https://twitter.com/AmirImrxn/status/1655942801450995713,View translation,Replying to,@MohdAsriDungun,https://twitter.com/MohdAsriDungun,"Entahlahnak, aku pun tak tengok lagi tapi tulah… Mat Kilau dia kasi 5/5? Wtf

Eh nak buat filem sejarah, buat mcm Leftenan Adnan, Bukit Kepong, Bang Rajan. Baru real, ini pasar dlm movie mat kilau mcm warung nasi lemak kampung je mat",22:28 - 9 May 2023  ・ Twitter for iPhone,0,0,5,Follow @AmirImrxn,Block @AmirImrxn,Mute @AmirImrxn,Show thread,https://twitter.com/MohdAsriDungun/status/1655731259530969088,,,TRUE,"I don’t know, I didn’t even look at it again but... Mat Kilau gave him 5/5? Wtf

If you want to make a historical film, make it like Lieutenant Adnan, Bukit Kepong, Bang Rajan. It’s just real, this is a market in a matte film like a village nasi lemak stall","I don’t know, I didn’t even look at it again but... Mat Kilau gave him 5/5? Wtf

If you want to make a historical film, make it like Lieutenant Adnan, Bukit Kepong, Bang Rajan. It’s just real, this is a market in a Mat Kilau film like a village nasi lemak stall"
https://twitter.com/camancher2012,https://pbs.twimg.com/profile_images/664963010226589696/EU8Orm6m_bigger.jpg,Islam☆Malaysia ☆Cats☆AnwarIbrahimMYPM,@camancher2012,May 9,https://twitter.com/camancher2012/status/1655913849944707072,,Replying to,@khirariffin,https://twitter.com/khirariffin,Mat Kilau the movie sgt best.,20:33 - 9 May 2023  ・ Twitter for Android,0,0,1,Follow @camancher2012,Block @camancher2012,Mute @camancher2012,Show thread,https://twitter.com/khirariffin/status/1655843801225916416,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f2-1f1fe.png,,FALSE,Mat Kilau the movie sgt best.,Mat Kilau the movie sgt best.
https://twitter.com/Meamth,https://pbs.twimg.com/profile_images/1497938083076927491/mSjejWbQ_bigger.jpg,Meam is very excited for the Batman this Wednesday,@Meamth,May 9,https://twitter.com/Meamth/status/1655900753637285888,,"Replying to  and ,",@Syuriam1,https://twitter.com/Syuriam1,diammm sibuk je. back up orang yang 5/5 mat kilau xde taste movie. BOO SIAL,19:41 - 9 May 2023  ・ Twitter Web App,1,0,0,Follow @Meamth,Block @Meamth,Mute @Meamth,Show thread,https://twitter.com/Syuriam1/status/1655879682355785729,,,FALSE,diammm sibuk je. back up orang yang 5/5 mat kilau xde taste movie. BOO SIAL,diammm sibuk je. back up orang yang 5/5 mat kilau xde taste movie. BOO SIAL
https://twitter.com/sxarlet__,https://pbs.twimg.com/profile_images/1717228959384121344/LaFQkTH2_bigger.jpg,enzo.,@sxarlet__,May 9,https://twitter.com/sxarlet__/status/1655899180538413057,View translation,Replying to,@MohdAsriDungun,https://twitter.com/MohdAsriDungun,ad lgi ke org layan mamat ni review movie? dia terpaling mat kilau kot,19:35 - 9 May 2023  ・ Twitter for iPhone,0,0,0,Follow @sxarlet__,Block @sxarlet__,Mute @sxarlet__,Show thread,https://twitter.com/MohdAsriDungun/status/1655731259530969088,,,TRUE,Is there anyone else who reviews this movie? he turned away with a shiny coat,Is there anyone else who reviews this movie? he turned away with a Mat Kilau coat
https://twitter.com/princessgg87,https://pbs.twimg.com/profile_images/1071818308461125632/S2VMA2ds_bigger.jpg,J,@princessgg87,May 9,https://twitter.com/princessgg87/status/1655778655094837248,View translation,,,,"Mula2 mcm nak g tengok movie PMX ni, pehtu teringat Mat Kilau, terus tak jadi. Hrmm takpelah takut bazir duit & masa.",11:36 - 9 May 2023  ・ Twitter for Android,0,0,0,Follow @princessgg87,Block @princessgg87,Mute @princessgg87,,,,,TRUE,"When I first wanted to watch this PMX movie, I remembered Mat Kilau, but then it didn’t happen. Hrmm, don’t be afraid of wasting money & time.","When I first wanted to watch this PMX movie, I remembered Mat Kilau, but then it didn’t happen. Hrmm, don’t be afraid of wasting money & time."
https://twitter.com/kamenryuzaki06,https://pbs.twimg.com/profile_images/1678466155907014656/3oJUMt9D_bigger.jpg,DonMomotaro,@kamenryuzaki06,May 9,https://twitter.com/kamenryuzaki06/status/1655778510252941314,View translation,Replying to  and,@derimkacur,https://twitter.com/derimkacur,"Sah hg tak tgk sampai habis review dia. Dia puji ada asasnya , dia kritik kutuk ada asasnya. Kau jer melebih lebih. Kenapa mention mat kilau saja. Ni dia  puji movie animasi melambung. Dia jilat juga ka?",11:35 - 9 May 2023  ・ Twitter for Android,1,0,0,Follow @kamenryuzaki06,Block @kamenryuzaki06,Mute @kamenryuzaki06,Show thread,https://twitter.com/derimkacur/status/1655763741190017024,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f5-1f1f8.png,,TRUE,"I didn’t see it until the end of his review. He praises has a basis, he criticizes curses has a basis. You are exaggerating. Why only mention matte gloss? He praises animated movies. He licks you too?","I didn’t see it until the end of his review. He praises has a basis, he criticizes curses has a basis. You are exaggerating. Why only mention Mat Kilau? He praises animated movies. He licks you too?"
https://twitter.com/DrAFKam,https://pbs.twimg.com/profile_images/1633256744725147648/VsJCtRAx_bigger.jpg,KAF,@DrAFKam,May 9,https://twitter.com/DrAFKam/status/1655774836650823685,View translation,Replying to  and,@ashviator96,https://twitter.com/ashviator96,"Mat Kilau tu 5/10 pun xleh dapat. Dalam 4/10 je. Dua kali tonton, dua kali tertidur. Tak eprnah tertidur tgk movie dkt cinema tp Mat Kilau tu alahai...boringnya.",11:20 - 9 May 2023  ・ Twitter for Android,1,1,8,Follow @DrAFKam,Block @DrAFKam,Mute @DrAFKam,Show thread,https://twitter.com/ashviator96/status/1655722507058708480,,,TRUE,"Even Mat Kilau can get 5/10. In 4/10 only. Watch twice, fall asleep twice. I’ve never fallen asleep watching a movie at the cinema, but Mat Kilau is alas...boring.","Even Mat Kilau can get 5/10. In 4/10 only. Watch twice, fall asleep twice. I’ve never fallen asleep watching a movie at the cinema, but Mat Kilau is alas...boring."
https://twitter.com/nasirrajuli,https://pbs.twimg.com/profile_images/937673048039108610/AbdrJzEw_bigger.jpg,محمد نصير راجولي,@nasirrajuli,May 9,https://twitter.com/nasirrajuli/status/1655762718685827073,View translation,Replying to,@zhafvlog,https://twitter.com/zhafvlog,Tak kenapa nak banding Mat Kilau dengan Movie Bang Non? Movie Bang Non Ada lawan2 bertumbuk terajang ke?,10:32 - 9 May 2023  ・ Twitter for Android,2,0,8,Follow @nasirrajuli,Block @nasirrajuli,Mute @nasirrajuli,Show thread,https://twitter.com/zhafvlog/status/1655742106730889217,,,TRUE,Why do you want to compare Mat Kilau with Movie Bang Non? Movie Bang Non Are there opponents fighting?,Why do you want to compare Mat Kilau with Movie Bang Non? Movie Bang Non Are there opponents fighting?
https://twitter.com/nurainnuyen,https://pbs.twimg.com/profile_images/1697454581452869632/IyJmDOAB_bigger.jpg,نورعين,@nurainnuyen,May 9,https://twitter.com/nurainnuyen/status/1655761519030968320,View translation,Replying to,@dinihusaini_,https://twitter.com/dinihusaini_,"Aah same lah. Kita tengok okay je mat kilau tu. Tak fikir lebih2 pun kat movie. Tengok nak seronok2 je. Kalau seronok, seronok lah. Tapi betul, lps dia buat sarah cem tu jd nyampah kat sol je la",10:28 - 9 May 2023  ・ Twitter for iPhone,1,0,1,Follow @nurainnuyen,Block @nurainnuyen,Mute @nurainnuyen,Show thread,https://twitter.com/dinihusaini_/status/1655755316859109376,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f408.png,,TRUE,"Aah, it’s the same. We’ll see that it’s okay, that shiny mat. I don’t even think about the movie. Look for fun. If it’s fun, it’s fun. But it’s true, after he made sarah cem it became a waste of soles","Aah, it’s the same. We’ll see that it’s okay, that Mat Kilau. I don’t even think about the movie. Look for fun. If it’s fun, it’s fun. But it’s true, after he made sarah cem it became a waste of soles"
https://twitter.com/kamenryuzaki06,https://pbs.twimg.com/profile_images/1678466155907014656/3oJUMt9D_bigger.jpg,DonMomotaro,@kamenryuzaki06,May 9,https://twitter.com/kamenryuzaki06/status/1655751527557136388,,Replying to,@b4byni4,https://twitter.com/b4byni4,"Selain daripada movie mat kilau overrated, haters pun overrated hate filem tu kt twitter",09:48 - 9 May 2023  ・ Twitter for Android,1,0,1,Follow @kamenryuzaki06,Block @kamenryuzaki06,Mute @kamenryuzaki06,Show thread,https://twitter.com/b4byni4/status/1655739426251902978,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f5-1f1f8.png,,FALSE,"Selain daripada movie mat kilau overrated, haters pun overrated hate filem tu kt twitter","Selain daripada movie mat kilau overrated, haters pun overrated hate filem tu kt twitter"
https://twitter.com/FirInTheBlanks,https://pbs.twimg.com/profile_images/1412647211310063618/G1gYG2hR_bigger.jpg,|Phirdaus X-Antibody|,@FirInTheBlanks,May 9,https://twitter.com/FirInTheBlanks/status/1655735369105833987,,,,,"Sampai hari ni aku pelik, camana mamat terpaling review movie tu bagi rating tinggi kat mat kilau tu.
Dia tu kalau review, selalu tekankan aspek sinematografi, tapi dalam mat kilau, hancur teruk. Kamera gegaq tu toksah habaq la. Campelaq.
Tu yang sus tu.",08:44 - 9 May 2023  ・ Twitter for Android,0,0,0,Follow @FirInTheBlanks,Block @FirInTheBlanks,Mute @FirInTheBlanks,,,,,FALSE,"Sampai hari ni aku pelik, camana mamat terpaling review movie tu bagi rating tinggi kat mat kilau tu.
Dia tu kalau review, selalu tekankan aspek sinematografi, tapi dalam mat kilau, hancur teruk. Kamera gegaq tu toksah habaq la. Campelaq.
Tu yang sus tu.","Sampai hari ni aku pelik, camana mamat terpaling review movie tu bagi rating tinggi kat mat kilau tu.
Dia tu kalau review, selalu tekankan aspek sinematografi, tapi dalam mat kilau, hancur teruk. Kamera gegaq tu toksah habaq la. Campelaq.
Tu yang sus tu."
https://twitter.com/Penglipurodan,https://pbs.twimg.com/profile_images/1699229997599522816/u5uj6Fiw_bigger.jpg,Kugiran Darah,@Penglipurodan,May 9,https://twitter.com/Penglipurodan/status/1655713016091119616,View translation,Replying to,@zhafvlog,https://twitter.com/zhafvlog,Aku syak movie Mat Kilau kena petik balik ni kalau hang review teruk,07:15 - 9 May 2023  ・ Twitter for Android,1,0,21,Follow @Penglipurodan,Block @Penglipurodan,Mute @Penglipurodan,Show thread,https://twitter.com/zhafvlog/status/1655632085837840385,,,TRUE,I suspect the Mat Kilau movie will have to be re-quoted if the review is bad,I suspect the Mat Kilau movie will have to be re-quoted if the review is bad
https://twitter.com/iqmalazamli,https://pbs.twimg.com/profile_images/1396253809509167108/W84kcSeh_bigger.jpg,StopRacism,@iqmalazamli,May 6,https://twitter.com/iqmalazamli/status/1654770896102658048,View translation,Replying to  and,@haikalsafar,https://twitter.com/haikalsafar,Yang tu kuantiti. Hebat satu filem berdasarkan kualiti bukan kuantiti. Dah tu je level taste orang Malaysia nak buat macam mana. Ramai ke orang Malaysia layan highest rated movie worldwide? Sebab tu mat kilau flop bila masuk pasaran indon. Kualiti filem indon byk lagi bagus,16:51 - 6 May 2023  ・ Twitter for iPhone,1,1,51,Follow @iqmalazamli,Block @iqmalazamli,Mute @iqmalazamli,Show thread,https://twitter.com/haikalsafar/status/1654764962869567488,,,TRUE,That’s the quantity. Great a movie based on quality not quantity. That’s the level of taste Malaysians want to make. Do many Malaysians watch the highest rated movie worldwide? That’s why it flopped when it entered the Indonesian market. The quality of Indonesian movies is much better,That’s the quantity. Great a movie based on quality not quantity. That’s the level of taste Malaysians want to make. Do many Malaysians watch the highest rated movie worldwide? That’s why it flopped when it entered the Indonesian market. The quality of Indonesian movies is much better
https://twitter.com/FilemKita,https://pbs.twimg.com/profile_images/1076016898452578304/RGr5UDJO_bigger.jpg,FILEMKITA,@FilemKita,May 3,https://twitter.com/FilemKita/status/1653755665918337024,View translation,,,,"Thread kutipan tertinggi-terendah 47 buah filem 2022:

Mat Kilau - RM 89.42 juta
Mechamato Movie - 35.88 juta
Air Force The Movie - 29.38 juta
Abang Long Fadil 3 - 24.27 juta
Talbis Iblis - 4.12 juta
The Assistant - 2.44 juta
Nasi Lemak 1.0 - 2.10 juta
Remp-It 2 - 1.90 juta",21:37 - 3 May 2023  ・ Twitter Web App,1,8,21,Follow @FilemKita,Block @FilemKita,Mute @FilemKita,,,,,TRUE,"Highest-lowest quote thread for 47 films in 2022:

Glitter Mat - RM 89.42 million
Mechamato Movie - 35.88 million
Air Force The Movie - 29.38 million
Abang Long Fadil 3 - 24.27 million
Devil’s Talbis - 4.12 million
The Assistant - 2.44 million
Nasi Lemak 1.0 - 2.10 million
Remp-It 2 - 1.90 million","Highest-lowest quote thread for 47 films in 2022:

Mat Kilau - RM 89.42 million
Mechamato Movie - 35.88 million
Air Force The Movie - 29.38 million
Abang Long Fadil 3 - 24.27 million
Devil’s Talbis - 4.12 million
The Assistant - 2.44 million
Nasi Lemak 1.0 - 2.10 million
Remp-It 2 - 1.90 million"
